2007,6.7
2007,6.7
2007,6.7
2006,6.7
2006,6.7
2006,6.7
2006,6.7
2006,6.7
2005,6.7
2005,6.7
2005,6.7
2005,6.7
2005,6.7
2005,6.7
2004,6.7
2004,6.7
2004,6.7
2004,6.7
2003,6.7
2003,6.7
2003,6.7
2003,6.7
2003,6.7
2002,6.7
2000,6.7
1999,6.7
1994,6.7
1987,6.7
1983,6.7
1975,6.7
1951,6.7
1899,6.7
2009,6.6
2009,6.6
2009,6.6
2009,6.6
2009,6.6
2009,6.6
2009,6.6
2009,6.6
2009,6.6
2009,6.6
2008,6.6
2008,6.6
2008,6.6
2008,6.6
2008,6.6
2007,6.6
2007,6.6
2007,6.6
2007,6.6
2007,6.6
2006,6.6
2005,6.6
2005,6.6
2005,6.6
2005,6.6
2005,6.6
2005,6.6
2004,6.6
2004,6.6
2004,6.6
2004,6.6
2003,6.6
2003,6.6
2003,6.6
2003,6.6
2003,6.6
2003,6.6
2002,6.6
2001,6.6
1998,6.6
1998,6.6
1995,6.6
1988,6.6
1978,6.6
1971,6.6
1968,6.6
1954,6.6
1934,6.6
1925,6.6
1895,6.6
1882,6.6
2010,6.5
2009,6.5
2009,6.5
2008,6.5
2007,6.5
2007,6.5
2007,6.5
2007,6.5
2007,6.5
2005,6.5
2005,6.5
2005,6.5
2005,6.5
2004,6.5
2004,6.5
2003,6.5
2002,6.5
2002,6.5
1995,6.5
1992,6.5
1987,6.5
1980,6.5
1976,6.5
1968,6.5
1967,6.5
1965,6.5
1959,6.5
1954,6.5
1953,6.5
1935,6.5
1934,6.5
1930,6.5
1929,6.5
1911,6.5
1907,6.5
1865,6.5
1836,6.5
2009,6.4
2009,6.4
2009,6.4
2008,6.4
2008,6.4
2008,6.4
2007,6.4
2007,6.4
2007,6.4
2006,6.4
2005,6.4
2004,6.4
2004,6.4
2003,6.4
2003,6.4
1997,6.4
1983,6.4
1979,6.4
1969,6.4
1969,6.4
1933,6.4
1932,6.4
1920,6.4
1910,6.4
1902,6.4
1901,6.4
1892,6.4
1892,6.4
2011,6.3
2009,6.3
2009,6.3
2009,6.3
2008,6.3
2008,6.3
2006,6.3
2006,6.3
2005,6.3
2004,6.3
2004,6.3
2004,6.3
2003,6.3
2003,6.3
2003,6.3
2002,6.3
1971,6.3
1967,6.3
1965,6.3
1965,6.3
1965,6.3
1947,6.3
1935,6.3
1925,6.3
1919,6.3
1915,6.3
1898,6.3
1897,6.3
1890,6.3
1843,6.3
2009,6.2
2007,6.2
2002,6.2
2002,6.2
1993,6.2
1992,6.2
1986,6.2
1984,6.2
1980,6.2
1975,6.2
1974,6.2
1973,6.2
1972,6.2
1965,6.2
1951,6.2
1935,6.2
1904,6.2
2010,6.1
2009,6.1
2009,6.1
2009,6.1
2006,6.1
2003,6.1
2002,6.1
1999,6.1
1986,6.1
1975,6.1
1966,6.1
1944,6.1
1934,6.1
1926,6.1
1922,6.1
2008,6.0
2005,6.0
2004,6.0
2003,6.0
2002,6.0
1999,6.0
1993,6.0
1989,6.0
1985,6.0
1982,6.0
1980,6.0
1963,6.0
1950,6.0
1935,6.0
1931,6.0
